chr_n;pos_ini;pos_end;n_genes;n_su;n_su_lista;n_su_pssm
chr1;240333756;240334537;5;4;4;0
chr1;240336541;240336918;5;1;1;0
chr1;240363112;240363503;5;0;0;0
chr1;240363542;240363559;5;0;0;0
chr1;240363636;240364045;5;0;0;0
chr1;241280581;241280995;12;1;1;0
chr1;241945625;241946015;9;2;1;1
chr1;242196598;242197108;9;2;1;1
chr1;242348851;242349414;10;0;0;0
chr1;243040613;243041016;7;3;3;0
chr1;244533543;244534158;13;2;1;1
chr1;245180075;245180407;12;2;1;1
chr1;245454064;245454777;10;3;2;1
chr1;245491030;245491638;10;3;3;0
chr1;245501064;245501931;10;3;3;0
chr1;245817789;245818407;9;3;3;0
chr1;245935108;245935632;9;1;0;1
chr1;245936747;245937145;9;2;1;1
chr1;245938544;245939118;9;2;1;1
chr1;245954579;245955562;9;3;1;2
chr1;245962021;245962528;9;3;1;2
chr1;245994638;245995384;9;4;4;0
chr1_gl000192_random;46445;47032
chr1_gl000192_random;176022;176480
chr10;762721;763177;11;2;2;0
chr10;855739;856602;11;1;1;0
chr10;872507;872822;11;2;2;0
chr10;1195814;1196198;10;2;2;0
chr10;1594475;1595136;9;2;0;2
chr10;2675705;2676396;3;2;2;0
chr10;3087875;3088306;3;1;1;0
chr10;3620188;3620752;3;1;1;0
chr10;3747158;3747577;3;2;2;0
chr10;3763244;3763647;3;1;1;0
chr10;3797686;3798318;3;2;1;1
chr10;3822953;3823286;3;1;1;0
chr10;4125501;4125966;7;1;1;0
chr10;4704028;4704565;13;5;2;3
chr10;4909691;4910237;15;1;1;0
chr10;5623025;5623395;22;1;0;1
chr10;5627449;5627970;22;3;1;2
chr10;5637000;5637557;22;2;2;0
chr10;5652712;5653107;22;0;0;0
chr10;5936427;5936819;21;2;2;0
chr10;6151897;6152311;18;1;0;1
chr10;6406794;6407293;17;4;2;2
chr10;6815636;6816051;13;2;1;1
chr10;6836672;6837077;14;2;2;0
chr10;7410118;7410552;8;2;2;0
chr10;7831185;7831687;7;2;1;1
chr10;8024751;8025173;7;2;1;1
chr10;8317460;8317906;7;1;1;0
chr10;8395138;8395528;7;2;1;1
chr10;9384809;9385170;0;0;0;0
chr10;9424194;9424551;0;1;1;0
chr10;11157300;11157815;6;1;1;0
chr10;11201741;11202161;7;1;0;1
chr10;11205082;11205613;7;2;1;1
chr10;11220282;11221089;8;6;5;1
chr10;11312495;11312899;9;4;2;2
chr10;11799022;11799419;10;2;1;1
chr10;11799439;11799932;10;0;0;0
chr10;11987165;11987442;11;0;0;0
chr10;12030678;12030975;11;4;2;2
chr10;12690937;12691457;19;0;0;0
chr10;13728251;13728673;13;2;2;0
chr10;13773013;13773316;13;1;0;1
chr10;13949362;13949921;16;2;2;0
chr10;13972095;13972715;16;0;0;0
chr10;15296792;15296868;15;0;0;0
chr10;17954714;17955153;15;0;0;0
chr10;18201627;18202064;14;0;0;0
chr10;18362293;18362679;12;1;1;0
chr10;18479447;18480006;12;1;1;0
chr10;18744004;18744857;11;4;4;0
chr10;18752633;18753328;11;5;2;3
chr10;18754742;18755084;11;3;3;0
chr10;19388169;19388537;6;2;2;0
chr10;20013196;20013668;2;4;4;0
chr10;21185882;21186938;7;4;3;1
chr10;21252533;21253154;7;3;3;0
chr10;21366432;21367190;7;2;2;0
chr10;21765062;21765500;11;2;1;1
chr10;22009056;22009466;12;1;1;0
chr10;22311056;22311796;13;5;2;3
chr10;22331241;22331693;13;0;0;0
chr10;22896232;22896633;14;1;0;1
chr10;22907083;22907727;14;3;2;1
chr10;24085929;24086336;9;0;0;0
chr10;24268796;24269415;10;2;1;1
chr10;25371448;25371876;8;3;2;1
chr10;25781920;25782553;9;3;0;3
chr10;25970963;25971449;8;2;2;0
chr10;26049168;26049596;9;1;1;0
chr10;26511550;26511842;10;0;0;0
chr10;26666200;26666930;10;1;1;0
chr10;28146610;28147072;13;1;0;1
chr10;28792527;28793153;9;2;2;0
chr10;28916152;28916567;8;1;1;0
chr10;28965417;28965441;8;0;0;0
chr10;28971093;28971576;8;2;2;0
chr10;29061204;29061589;7;1;0;1
chr10;29160583;29161036;7;3;3;0
chr10;29824631;29825175;8;4;4;0
chr10;29836948;29837236;8;1;1;0
chr10;29917712;29918299;8;0;0;0
chr10;29923727;29924224;8;1;1;0
chr10;30013889;30014775;7;2;2;0
chr10;30449502;30450007;7;1;1;0
chr10;30459986;30461006;7;4;2;2
chr10;31111864;31112380;7;2;1;1
chr10;31688536;31689046;7;1;1;0
chr10;33621109;33621730;6;5;4;1
chr10;33787059;33787673;5;3;1;2
chr10;33854864;33855236;5;0;0;0
chr10;33946107;33946587;4;1;1;0
chr10;33947337;33948060;4;3;2;1
chr10;33960840;33961331;4;1;1;0
chr10;34122815;34123426;4;1;0;1
chr10;34768515;34768877;4;3;1;2
chr10;35016532;35017098;6;1;1;0
chr10;35438552;35438875;6;0;0;0
chr10;35442402;35443302;6;3;2;1
chr10;35469626;35470078;6;1;1;0
chr10;35506408;35506888;6;3;3;0
chr10;35867271;35868002;7;4;4;0
chr10;36059884;36060341;7;3;1;2
chr10;36275625;36276099;6;1;1;0
chr10;36453489;36454025;6;3;2;1
chr10;36517310;36517741;5;2;2;0
chr10;36730303;36730812;5;1;1;0
chr10;43337694;43338179;11;2;2;0
chr10;44440457;44440916;12;3;3;0
chr10;44493573;44494096;15;1;1;0
chr10;44690385;44691240;14;2;1;1
chr10;44756640;44757084;14;1;0;1
chr10;44806666;44807171;14;2;2;0
chr10;45408801;45409306;14;1;0;1
chr10;45461092;45461584;14;0;0;0
chr10;45667834;45668239;15;2;2;0
chr10;45756122;45756458;15;1;0;1
chr10;45948261;45948940;13;2;2;0
chr10;47106473;47107175;16;2;2;0
chr10;47107283;47108217;16;2;2;0
chr10;47140215;47140746;16;0;0;0
chr10;48412042;48412533;16;4;2;2
chr10;48478401;48478851;16;3;0;3
chr10;48505110;48505699;16;3;2;1
chr10;48989302;48989854;15;2;0;2
chr10;49466112;49466673;10;0;0;0
chr10;50336970;50337336;20;0;0;0
chr10;50486834;50486852;21;0;0;0
chr10;50487087;50487762;21;4;3;1
chr10;50909118;50909488;24;4;3;1
chr10;51500555;51501119;24;2;2;0
chr10;51575194;51575627;24;2;2;0
chr10;51576913;51577482;24;2;2;0
chr10;52175046;52175469;16;3;2;1
chr10;52287186;52287813;15;4;2;2
chr10;52342551;52342929;15;4;3;1
chr10;53866667;53867021;4;0;0;0
chr10;54101866;54102289;4;2;2;0
chr10;54125110;54125685;4;2;1;1
chr10;54413824;54414554;4;0;0;0
chr10;54438394;54438913;4;1;1;0
chr10;54518983;54519425;3;1;0;1
chr10;55462314;55462628;2;3;3;0
chr10;58020338;58020711;3;1;0;1
chr10;60681175;60681725;9;1;1;0
chr10;61026667;61027039;11;0;0;0
chr10;61108883;61109380;9;3;2;1
chr10;61319852;61320373;7;3;2;1
chr10;62027486;62027906;7;2;2;0
chr10;63817186;63817601;7;0;0;0
chr10;64314289;64314933;9;2;1;1
chr10;64578832;64579383;8;3;2;1
chr10;64645229;64645875;8;5;5;0
chr10;64647496;64647822;8;0;0;0
chr10;64756444;64757213;8;3;1;2
chr10;65388185;65388962;6;2;2;0
chr10;66334171;66334508;1;1;0;1
chr10;66390271;66390606;0;1;1;0
chr10;71216290;71216687;29;2;2;0
chr10;71217253;71217935;29;3;2;1
chr10;71406950;71407339;29;2;1;1
chr10;71417949;71418540;29;3;3;0
chr10;71481435;71482189;29;4;3;1
chr10;71637353;71637671;30;0;0;0
chr10;72234540;72235112;24;0;0;0
chr10;72603725;72604343;23;3;3;0
chr10;72979154;72979775;22;2;2;0
chr10;73445284;73445777;17;3;2;1
chr10;73446348;73446742;17;1;0;1
chr10;73460473;73460991;18;0;0;0
chr10;73599880;73600296;16;1;1;0
chr10;73936375;73936903;20;3;2;1
chr10;74020907;74021562;23;1;0;1
chr10;75193103;75193832;31;2;2;0
chr10;75410701;75411680;30;5;3;2
chr10;75627569;75628057;31;0;0;0
chr10;75652060;75652450;30;1;1;0
chr10;75816047;75816509;29;0;0;0
chr10;76123930;76124553;26;0;0;0
chr10;76601281;76601825;14;1;1;0
chr10;76661762;76662163;13;0;0;0
chr10;76683064;76683694;11;4;4;0
chr10;77495212;77495753;8;1;1;0
chr10;77528526;77529037;8;2;2;0
chr10;77664408;77664905;9;2;2;0
chr10;77873652;77874244;6;1;1;0
chr10;77875058;77875804;6;3;2;1
chr10;77893154;77893817;6;3;1;2
chr10;78196237;78196763;2;2;1;1
chr10;78534734;78535367;2;4;4;0
chr10;78998589;78999120;6;2;1;1
chr10;79043072;79043687;6;1;1;0
chr10;79047222;79047978;6;2;2;0
chr10;79135240;79135613;6;1;1;0
chr10;79598389;79599068;5;1;1;0
chr10;79648928;79649410;5;0;0;0
chr10;79933183;79933662;6;4;4;0
chr10;80347920;80348476;11;0;0;0
chr10;80487485;80487969;12;0;0;0
chr10;80564970;80565495;12;1;1;0
chr10;80783664;80784203;12;1;1;0
chr10;80818891;80819277;10;3;3;0
chr10;80892567;80892974;12;2;1;1
chr10;80898963;80899364;12;3;3;0
chr10;80945268;80945776;13;0;0;0
chr10;80983130;80983526;13;0;0;0
chr10;81109769;81109993;17;1;0;1
chr10;81192952;81193425;18;1;1;0
chr10;82560583;82561112;12;1;0;1
chr10;83021898;83022290;7;2;1;1
chr10;84118416;84118815;1;1;1;0
chr10;86391798;86392162;8;0;0;0
chr10;86547100;86547551;8;5;4;1
chr10;86992684;86993056;4;4;3;1
chr10;87778023;87778456;8;1;1;0
chr10;87783682;87784267;9;3;2;1
chr10;88424070;88424874;15;1;0;1
chr10;88428017;88428633;15;2;0;2
chr10;88431982;88432549;15;1;0;1
chr10;88444074;88444405;15;1;1;0
chr10;88631398;88631888;18;4;3;1
chr10;88660604;88661300;18;2;2;0
chr10;88666695;88667118;18;0;0;0
chr10;88827910;88828515;18;1;0;1
chr10;89621999;89622430;21;1;0;1
chr10;90106566;90107185;20;4;3;1
chr10;90183291;90183895;22;1;0;1
chr10;90998681;90999139;20;6;5;1
chr10;92351255;92351627;7;2;2;0
chr10;92690719;92691423;9;4;3;1
chr10;92695304;92695803;9;2;2;0
chr10;92746003;92746536;9;1;1;0
chr10;93126983;93127649;11;1;1;0
chr10;93151533;93152217;11;2;2;0
chr10;93324300;93324730;12;1;1;0
chr10;93341704;93342350;12;1;0;1
chr10;93348987;93349438;12;1;1;0
chr10;93368774;93369424;13;3;3;0
chr10;93395661;93396134;13;2;2;0
chr10;93742972;93743629;12;3;2;1
chr10;94674263;94674669;17;1;1;0
chr10;96011287;96011753;18;1;0;1
chr10;97084257;97084766;22;1;1;0
chr10;97117197;97117599;22;2;0;2
chr10;97453662;97454055;22;2;1;1
chr10;98424524;98424860;34;3;2;1
chr10;98881527;98882027;33;0;0;0
chr10;98898408;98899050;34;0;0;0
chr10;98909974;98910390;34;2;0;2
chr10;98910564;98911092;34;1;0;1
chr10;99057511;99057981;34;1;1;0
chr10;100104209;100104784;26;3;2;1
chr10;100225042;100226169;22;2;2;0
chr10;100338976;100339671;21;5;3;2
chr10;101310949;101311462;22;3;2;1
chr10;101315160;101315728;22;4;4;0
chr10;103083155;103083545;36;2;1;1
chr10;103124530;103124775;35;2;1;1
chr10;103154273;103154762;35;0;0;0
chr10;103347770;103348278;37;2;2;0
chr10;103428182;103428766;38;1;1;0
chr10;103646415;103647208;44;5;4;1
chr10;103892541;103892973;36;2;2;0
chr10;103896509;103896980;36;4;3;1
chr10;104040294;104040725;36;3;3;0
chr10;104093757;104094215;37;1;0;1
chr10;104262552;104263051;44;1;0;1
chr10;104380239;104380714;42;2;1;1
chr10;104536649;104537140;40;2;1;1
chr10;105521486;105521980;28;2;2;0
chr10;105554147;105554851;28;1;0;1
chr10;105597697;105598296;26;4;2;2
chr10;105613704;105614473;26;2;2;0
chr10;106428472;106429047;11;2;2;0
chr10;106467331;106468098;11;2;1;1
chr10;106470906;106471475;11;3;3;0
chr10;106495637;106496346;11;4;4;0
chr10;106683804;106684295;9;3;2;1
chr10;107195345;107195765;2;3;2;1
chr10;107337587;107337968;2;0;0;0
chr10;107516185;107516577;2;0;0;0
chr10;107517662;107518733;2;7;5;2
chr10;107528879;107529521;2;6;6;0
chr10;108308526;108309160;1;1;0;1
chr10;108674323;108675049;1;3;3;0
chr10;108719715;108720184;1;0;0;0
chr10;108724605;108725280;1;2;2;0
chr10;108785211;108786079;1;1;1;0
chr10;109358826;109359151;1;1;1;0
chr10;110209522;110209880;0;1;1;0
chr10;110398802;110399151;0;1;1;0
chr10;111791788;111792404;11;3;3;0
chr10;111878958;111879501;12;2;2;0
chr10;112121571;112121971;12;2;2;0
chr10;112155265;112156018;12;2;1;1
chr10;112203675;112204360;12;2;2;0
chr10;112260162;112260896;12;4;2;2
chr10;112400769;112401472;12;1;0;1
chr10;112444611;112445421;12;2;2;0
chr10;112524032;112524536;12;2;1;1
chr10;112580066;112580492;12;0;0;0
chr10;114047400;114048066;6;3;2;1
chr10;114149283;114149875;6;4;3;1
chr10;114425968;114426414;8;1;1;0
chr10;114505956;114506648;9;3;3;0
chr10;114594200;114594874;11;3;1;2
chr10;115545436;115545937;15;2;0;2
chr10;115781958;115782467;16;1;1;0
chr10;115993889;115994455;16;4;2;2
chr10;116239065;116239500;16;2;2;0
chr10;116363719;116364082;15;2;2;0
chr10;116378590;116378972;15;0;0;0
chr10;116389117;116389739;15;2;1;1
chr10;116415259;116415826;15;1;1;0
chr10;116473728;116474543;14;4;3;1
chr10;116478922;116479565;14;2;1;1
chr10;116480388;116481046;14;3;1;2
chr10;116547798;116547990;12;2;1;1
chr10;117250341;117251039;7;3;2;1
chr10;118516810;118517092;15;1;0;1
chr10;118996491;118996978;15;3;2;1
chr10;120481749;120482275;13;1;1;0
chr10;121043990;121044358;15;1;1;0
chr10;121095153;121095600;15;3;1;2
chr10;121095975;121096646;15;1;0;1
chr10;121100871;121101668;15;1;1;0
chr10;121553466;121553859;14;1;0;1
chr10;121945981;121946399;10;1;1;0
chr10;123024849;123025600;7;5;4;1
chr10;123214927;123215412;10;2;2;0
chr10;123757876;123758334;16;1;1;0
chr10;123875475;123875979;17;3;2;1
chr10;123898769;123899570;18;2;1;1
chr10;123967029;123967601;20;2;0;2
chr10;124229377;124229838;20;2;1;1
chr10;124239317;124239725;20;0;0;0
chr10;125418818;125419268;19;2;1;1
chr10;126043432;126043852;12;2;1;1
chr10;127845892;127846471;11;2;1;1
chr10;128024280;128024677;11;3;2;1
chr10;128039101;128039395;11;2;2;0
chr10;128213960;128214668;11;2;1;1
chr10;128810608;128811340;8;1;1;0
chr10;129155431;129156041;8;3;2;1
chr10;129846140;129846667;7;2;2;0
chr10;129846951;129847355;7;1;1;0
chr10;130285481;130285851;6;1;1;0
chr10;130397776;130398285;6;3;1;2
chr10;130899875;130900274;4;1;1;0
chr10;130930747;130931099;3;0;0;0
chr10;132160456;132160936;5;2;2;0
chr10;132369943;132370406;4;2;2;0
chr10;132857986;132858389;5;1;1;0
chr10;132942009;132942443;6;0;0;0
chr10;133001110;133001554;6;5;4;1
chr10;134330834;134331324;28;1;0;1
chr10;134813498;134813931;29;1;1;0
chr11;2009419;2009759;41;2;0;2
chr11;2324685;2325096;40;0;0;0
chr11;2396466;2396928;40;1;0;1
chr11;2482353;2482859;40;2;0;2
chr11;2935175;2935728;31;1;0;1
chr11;2987518;2987852;30;1;0;1
chr11;3537627;3538122;24;0;0;0
chr11;3852713;3853406;36;0;0;0
chr11;3887210;3887967;37;6;5;1
chr11;3888829;3889579;37;1;1;0
chr11;3968215;3968715;38;2;2;0
chr11;5702034;5702607;79;1;1;0
chr11;7725274;7725953;29;2;0;2
chr11;9291279;9291632;18;1;1;0
chr11;9368499;9369183;20;0;0;0
chr11;9383815;9384300;20;0;0;0
chr11;9482085;9482456;20;0;0;0
chr11;9573305;9573845;22;4;1;3
chr11;9588148;9588668;23;1;1;0
chr11;9780349;9781005;22;1;1;0
chr11;10433244;10433780;17;2;2;0
chr11;10480613;10481149;16;4;2;2
chr11;11317964;11318559;16;2;2;0
chr11;11324106;11324770;16;1;1;0
chr11;11700220;11700705;13;1;1;0
chr11;12039365;12039818;9;0;0;0
chr11;12042001;12042583;9;3;3;0
chr11;12116346;12116814;9;0;0;0
chr11;12180497;12180888;9;0;0;0
chr11;12204147;12204538;9;0;0;0
chr11;12207325;12207911;9;4;2;2
chr11;12208964;12209409;9;2;2;0
chr11;12222745;12223247;9;0;0;0
chr11;12766318;12766742;10;2;1;1
chr11;12875109;12875640;10;0;0;0
chr11;13033805;13034384;8;1;1;0
chr11;13157747;13158037;8;1;0;1
chr11;13628254;13628934;9;5;2;3
chr11;14006543;14007127;12;2;2;0
chr11;14103828;14104383;12;1;1;0
chr11;15326565;15327094;10;2;2;0
chr11;15707263;15707726;7;1;0;1
chr11;15933039;15933594;6;1;0;1
chr11;16047358;16047795;5;2;1;1
chr11;16875240;16875912;14;2;2;0
chr11;16877560;16878351;14;1;1;0
chr11;16904843;16905308;14;0;0;0
chr11;16955274;16956078;14;6;4;2
chr11;16958193;16958603;14;1;1;0
chr11;17581705;17582219;30;2;0;2
chr11;19595243;19595685;14;2;1;1
chr11;19598748;19599267;14;0;0;0
chr11;19672494;19673165;13;3;2;1
chr11;19674640;19675053;13;1;1;0
chr11;19695823;19696328;14;2;1;1
chr11;19720028;19720574;14;2;1;1
chr11;19787772;19788239;12;2;2;0
chr11;20009066;20009802;10;2;1;1
chr11;20028839;20029421;10;3;1;2
chr11;21262337;21262812;5;4;3;1
chr11;22285144;22285550;8;4;4;0
chr11;22821981;22822367;7;1;1;0
chr11;26107517;26108103;5;4;4;0
chr11;27076671;27077122;10;4;4;0
chr11;27361410;27361913;11;2;2;0
chr11;28862917;28863423;2;2;1;1
chr11;29559710;29560479;4;3;3;0
chr11;29794942;29795818;4;3;3;0
chr11;30006690;30007280;5;1;1;0
chr11;30344353;30344770;5;2;1;1
chr11;31530757;31531225;8;0;0;0
chr11;31778821;31779402;9;3;1;2
chr11;31885849;31886425;10;3;2;1
chr11;32363540;32364311;15;3;3;0
chr11;32500850;32501160;13;2;2;0
chr11;32692497;32693041;13;0;0;0
chr11;33312904;33313361;18;1;1;0
chr11;33337237;33337673;18;1;1;0
chr11;33342531;33343151;18;2;2;0
chr11;33673999;33674541;19;1;1;0
chr11;33801298;33802145;19;2;1;1
chr11;33958391;33958927;19;3;2;1
chr11;34133259;34133729;16;6;4;2
chr11;34265542;34266007;17;2;2;0
chr11;34324384;34324783;18;4;4;0
chr11;34332555;34333147;18;2;2;0
chr11;35149182;35149541;14;0;0;0
chr11;35213643;35214419;13;2;1;1
chr11;35402006;35402544;14;0;0;0
chr11;35571270;35571789;14;3;3;0
chr11;35812845;35813445;15;2;2;0
chr11;36099839;36100252;13;3;1;2
chr11;37374649;37375170;5;0;0;0
chr11;38446964;38447584;0;1;1;0
chr11;40307621;40308193;1;2;2;0
chr11;40775728;40776237;1;1;0;1
chr11;42912178;42912582;4;0;0;0
chr11;42998304;42998847;5;2;2;0
chr11;43018269;43018954;5;3;3;0
chr11;43768851;43769447;11;4;3;1
chr11;44492312;44492872;13;4;3;1
chr11;44715143;44715822;13;4;2;2
chr11;44747743;44748304;13;2;0;2
chr11;44974163;44974920;18;4;1;3
chr11;45365495;45365875;16;2;2;0
chr11;45585304;45585984;19;1;1;0
chr11;45699343;45699775;21;2;1;1
chr11;45705112;45705588;21;1;1;0
chr11;45707218;45707968;21;3;3;0
chr11;45775771;45776346;24;3;1;2
chr11;45920890;45921152;25;0;0;0
chr11;46071703;46072123;24;1;0;1
chr11;46084518;46085211;24;2;1;1
chr11;46527371;46527741;34;1;1;0
chr11;46998457;46998832;36;2;2;0
chr11;47209197;47209679;36;1;1;0
chr11;47301680;47302090;39;2;1;1
chr11;47447569;47448110;38;1;0;1
chr11;47628087;47628667;38;0;0;0
chr11;47743826;47744248;34;1;1;0
chr11;48073848;48074252;32;2;1;1
chr11;48115277;48115759;33;2;2;0
chr11;56925409;56925971;50;2;1;1
chr11;57543654;57544160;45;1;1;0
chr11;57545875;57546402;45;3;1;2
chr11;58317053;58317522;46;4;2;2
chr11;58319393;58319969;45;2;1;1
chr11;59300208;59300502;41;1;1;0
chr11;59376615;59377227;40;3;2;1
chr11;59395021;59395545;36;2;1;1
chr11;59872116;59872665;45;1;0;1
chr11;60858808;60859226;51;1;1;0
chr11;61412862;61413414;57;1;1;0
chr11;62094147;62094427;66;1;0;1
chr11;62413916;62414400;62;0;0;0
chr11;62608724;62609396;60;2;1;1
chr11;63548213;63548589;55;1;1;0
chr11;63642063;63642493;53;1;1;0
chr11;64038131;64039006;70;8;0;8
chr11;64638032;64638538;85;0;0;0
chr11;64684705;64685272;88;3;3;0
chr11;65057799;65058482;85;2;2;0
chr11;65256674;65257145;88;2;0;2
chr11;65289745;65290122;91;0;0;0
chr11;66140682;66141154;77;1;0;1
chr11;66276670;66277130;87;2;2;0
chr11;66291093;66291545;88;2;0;2
chr11;66601655;66602133;80;0;0;0
chr11;66822421;66822949;69;1;1;0
chr11;66880540;66881018;67;2;2;0
chr11;67511452;67512172;46;2;1;1
chr11;67541549;67542076;47;1;0;1
chr11;68200335;68200741;35;2;1;1
chr11;68808674;68809533;21;3;1;2
chr11;69207742;69208146;20;2;0;2
chr11;69270417;69271139;20;1;1;0
chr11;69299584;69300098;20;1;1;0
chr11;69626257;69626528;17;1;0;1
chr11;70159104;70159572;13;1;1;0
chr11;70496405;70496708;17;1;0;1
chr11;72446626;72447152;27;0;0;0
chr11;72543396;72543906;27;3;0;3
chr11;72963779;72964464;22;5;4;1
chr11;73175304;73175822;23;4;2;2
chr11;73562287;73562796;24;2;2;0
chr11;75135416;75135860;23;0;0;0
chr11;75842647;75843012;22;1;1;0
chr11;76040950;76041455;22;7;2;5
chr11;76254322;76254850;20;2;2;0
chr11;76321962;76322387;20;2;1;1
chr11;76335800;76336344;20;0;0;0
chr11;76476676;76477198;19;4;3;1
chr11;77924161;77924570;19;1;0;1
chr11;78285540;78286095;15;1;1;0
chr11;78360692;78361085;13;0;0;0
chr11;78420454;78421074;13;3;1;2
chr11;78651305;78652331;11;6;6;0
chr11;78654837;78655383;11;1;1;0
chr11;78705979;78706736;10;4;2;2
chr11;78947365;78947903;3;2;1;1
chr11;79030567;79031007;3;2;1;1
chr11;79374011;79374427;1;2;2;0
chr11;79378638;79379037;1;1;1;0
chr11;79677554;79678025;1;2;2;0
chr11;80123476;80124047;1;2;2;0
chr11;80343762;80344260;0;2;2;0
chr11;80433613;80434171;0;1;0;1
chr11;80644306;80644814;0;0;0;0
chr11;81681744;81682306;3;2;2;0
chr11;84613292;84614125;8;3;2;1
chr11;84810579;84811103;9;3;3;0
chr11;85118689;85119048;12;1;0;1
chr11;86711081;86711695;8;2;2;0
chr11;87015169;87015838;7;5;4;1
chr11;87058398;87059048;7;1;0;1
chr11;87775283;87775774;4;1;0;1
chr11;88030579;88031345;5;2;2;0
chr11;88032387;88033096;5;5;4;1
chr11;88998362;88998775;11;2;1;1
chr11;92503678;92504048;8;1;0;1
chr11;92509710;92510222;8;3;2;1
chr11;92864894;92865348;12;3;3;0
chr11;93008207;93008760;12;2;1;1
chr11;93207256;93207686;15;0;0;0
chr11;93217803;93218221;15;1;1;0
chr11;93220084;93220913;15;6;5;1
chr11;93262346;93262802;16;3;3;0
chr11;93269583;93270034;16;0;0;0
chr11;94126003;94126504;21;1;1;0
chr11;94487484;94487968;18;2;2;0
chr11;94527403;94527751;18;0;0;0
chr11;94570402;94571088;18;1;1;0
chr11;94588025;94588537;17;2;2;0
chr11;94588736;94588743;17;0;0;0
chr11;96198593;96199091;6;0;0;0
chr11;97316450;97317219;0;5;1;4
chr11;98178746;98179231;1;2;1;1
chr11;99119942;99120288;1;1;1;0
chr11;99223329;99224024;1;3;2;1
chr11;99593571;99594042;2;2;2;0
chr11;100175110;100175384;4;2;1;1
chr11;100305651;100306326;4;2;1;1
chr11;100597329;100597683;5;2;2;0
chr11;100602115;100602785;5;1;1;0
chr11;100655843;100656748;5;3;2;1
chr11;100698591;100699159;5;4;3;1
chr11;100718290;100718980;5;4;2;2
chr11;102784952;102785409;20;2;2;0
chr11;103967485;103968033;9;3;3;0
chr11;105097549;105098049;11;3;3;0
chr11;108846471;108846905;10;0;0;0
chr11;109047089;109047366;10;1;1;0
chr11;109574987;109575644;6;1;1;0
chr11;110189670;110190159;8;4;3;1
chr11;110435977;110436376;12;0;0;0
chr11;111317339;111317691;34;2;2;0
chr11;111749608;111750343;32;3;2;1
chr11;111863148;111863622;33;3;1;2
chr11;111895600;111896144;33;2;2;0
chr11;112045981;112046366;33;0;0;0
chr11;112046830;112047325;33;0;0;0
chr11;112734046;112734331;30;1;1;0
chr11;112813617;112814167;23;5;2;3
chr11;113127230;113127605;14;1;1;0
chr11;113743666;113744407;19;0;0;0
chr11;114059343;114059993;20;2;1;1
chr11;114082476;114082878;20;0;0;0
chr11;114086317;114087210;20;2;0;2
chr11;114127398;114127828;20;0;0;0
chr11;114140268;114140609;20;1;1;0
chr11;114990720;114991179;10;1;1;0
chr11;115052816;115053300;10;2;1;1
chr11;115631395;115631929;2;0;0;0
chr11;115658022;115658487;3;0;0;0
chr11;115933384;115934013;8;3;3;0
chr11;115941283;115941859;8;1;0;1
chr11;115943717;115944298;8;1;1;0
chr11;116247086;116248046;15;3;3;0
chr11;116299005;116299492;16;1;0;1
chr11;116328387;116328903;16;7;2;5
chr11;116613117;116613544;15;3;3;0
chr11;117092891;117093389;24;2;1;1
chr11;117372212;117372772;34;3;0;3
chr11;117459109;117459720;38;0;0;0
chr11;117495848;117496339;39;3;0;3
chr11;117503919;117504469;39;0;0;0
chr11;117590633;117591188;40;2;1;1
chr11;117685505;117686068;38;3;2;1
chr11;117758445;117759094;36;3;2;1
chr11;117779633;117780213;37;0;0;0
chr11;118476178;118476574;55;2;0;2
chr11;118661783;118662183;56;0;0;0
chr11;119231771;119232366;47;0;0;0
chr11;119761968;119762584;38;0;0;0
chr11;120387192;120387623;14;1;1;0
chr11;121107055;121107564;11;2;2;0
chr11;121126225;121126697;11;2;0;2
chr11;121128111;121128426;11;1;0;1
chr11;121199975;121200460;10;0;0;0
chr11;121201423;121202127;10;5;3;2
chr11;121978165;121978777;10;3;3;0
chr11;122144523;122145074;9;1;0;1
chr11;122147850;122148585;9;4;2;2
chr11;122219576;122220173;8;0;0;0
chr11;122266175;122266639;8;3;3;0
chr11;122339341;122339908;9;2;2;0
chr11;122758574;122759052;14;2;2;0
chr11;123178626;123179124;25;1;1;0
